titre,type_bien,type_annonce,prix,surface_m2,nb_chambres,nb_salons,nb_sdb,quartier,ville,description,source,date_publication,caracteristiques
نيمروين فالصحراوي,Terrain,Vente,13000000,1000.0,,,,Tevragh Zeina,Nouakchott,نمروين للبيـــــــــــــــــــــع في صحراوي ب 130,voursa.com,2025-10-26,Taille rue: N/A | Proche de: الصحراوي
1200م² للبيع اعل كدروه اكجوجت احذ جيني,Local commercial/industriel,Vente,3200000,1200.0,,,,Teyarett,Nouakchott,"اتراب محوشه للبيع فاتحه اعل كدروه اكجوجت احذ جيني ميليتر .
الزر العربي حد كايس اكجوجت.
صاده اعل جيهة لبحر. 
موجوده اعل المخطط.

الحوش مكري اب 200.000 قديمة/ شهر 
مساحتها : 1200م² ( 40م اعل كدروه و 30م داخله )
40م الورانيه فاتحه اعل امبدية 8م

ابرمه ؤكتانص 

ب 32 مليون قديمة 

41545765",voursa.com,2025-11-16,Taille rue: N/A | Proche de: جيني ميليتير
دار فلكصر ,Appartement/Maison,Vente,1700000,216.0,4.0,2.0,,Tevragh Zeina,Nouakchott,هــــــــــــاذي الدار فلكصر عند لمسيد لخظر فيه بيت صلوه وبيت جماعة وبيت ركاد فيه  ودوش داخلي ودوش خارجي  وكوزين وبوتيك وكراج ومكزينه  منقوشة ومكروية مبنية بناي اجديد وبانيته مولاته الراصه ماكط انباعت بينايه حديث مساحتها 216 مبيوع ب 17 مليون 26678975.36147216,voursa.com,2025-11-18,Titre foncier | 1 balcon(s) | Taille rue: 15.00 | Proche de: لمسيد لخظر
نصف نيمرو من سكتير 6 أرتفاع جيد ,Terrain,Vente,3200000,300.0,,,,Tevragh Zeina,Nouakchott,رقم 650 من سكتير 6 زون أتاك الخير ² مبيوعة منو 300m2 ماهي فلگرن ب 32,voursa.com,2025-10-06,Taille rue: N/A | Proche de: أتاك الخير 2
نيمرو من النواب لولين,Terrain,Vente,2800000,400.0,,,,Tevragh Zeina,Nouakchott,من نواب لولين ب 28 مليون,voursa.com,2025-10-31,Taille rue: N/A | Proche de: النواب لولين
دار كبير احذ وزارت الخارجية ,Appartement/Maison,Vente,8500000,400.0,5.0,2.0,,Tevragh Zeina,Nouakchott,"دار أحذ وزارة الخارجية مساحته 400 مبيوع هي وفراشه ب 85مليون تلفنل اعل واتساب الا حد شاري 
26678975 ول تلفون 36147216",voursa.com,2025-07-14,Titre foncier | 1 balcon(s) | Taille rue: 30.00 | Proche de: وزارت الخارجية 
نيمرو من سكتير 1 بلوكات,Terrain,Vente,3800000,600.0,,,,Tevragh Zeina,Nouakchott,نيمرو من سكتير 1 فتحاتو ثنيت وبينو نيمروين فقط مع شارع ثلاثين مبيوع ب 38 وينباع نصوصا ب 19,voursa.com,2025-07-11,Taille rue: N/A | Proche de: طب القلب
نيمرو من E nord كريب من كدروه لمخطار ول داداه,Terrain,Vente,7100000,700.0,,,,Tevragh Zeina,Nouakchott,"نيمرو للببع من E nord بينو نيمرو واحد مع كدروه وكريب من كرفور سيت اسمار المساحة 700م
السعر لاخير 71 مليون
حد مهتم بيه يتواصل امعان 22576577",voursa.com,2026-01-29,Titre foncier | Taille rue: 15.00 | Proche de: E nord
نيمرو للبيع فرصه حقيقيه صالح للسكن في الوقت الحالي بين الديار ,Terrain,Vente,3800000,600.0,,,,Tevragh Zeina,Nouakchott,"نيمرو للبيع فرصه حقيقيه صالح للسكن في الوقت الحالي بين الديار وبلو ابيظ مساحتو 600من سكتير 6 فاتحه اعلي شارع 12
بينه نيمر واحد امع الكرن وامع شارع 30
مبيوعة ب 38مليون قابله للتفاوض 36707610
حد عندو عقار للبيع ولا الإجار يتواصل معان 
اللهم صل وسلم وبارك على سيدنا محمد وعلى اله وصحبه اجمعين ",voursa.com,2025-04-22,Taille rue: N/A | Proche de: اتاك الخير 2
أبرتماه للإيجار في الصكوك مزال أجديد ألا ب 140 أفانص 3 اشهر,Appartement/Maison,Location,14000,200.0,3.0,1.0,,Teyarett,Nouakchott,"أبرتماه للإيجار في الصكوك مزال أجديد ألا ب 140 أفانص 3 اشهر
فيه صالون وبيت أركاد وبيت أجماعه وهول وفراند وكوزين ودوش 
:للإتصال أو الواتساب
36417043",voursa.com,2025-12-18,type de location: Location au mois | type de propriété: Appartement | 1 balcon(s) | Taille rue: 25.00 | Proche de: سوق الواحة
 نيمرو للبيع سكتير 6,Terrain,Vente,5600000,600.0,,,,Tevragh Zeina,Nouakchott,نيمرو للبيع في تفرغ زين في سكتير. 6 السعر 56مليون,voursa.com,2025-05-06,Taille rue: N/A | Proche de: سكتير 6
نيمرو من سكتير 6 ف نور,Terrain,Vente,4000000,600.0,,,,Tevragh Zeina,Nouakchott,ذاك من سكتير 6  افنور ب 40مليون,voursa.com,2025-08-22,Taille rue: N/A | Proche de: سكتير 6
منز للبيـــــــــــــــــــــع ترحيل 16,Appartement/Maison,Vente,900000,150.0,3.0,1.0,,Toujounine,Nouakchott,"السلام عليكم
 دار للبيـــــــــــــــــــــع 
ترحيل كد طب 16 
فاتح على شارع 10
فيها ثلاث بيوت جلسة كوزين ودوشات منقوشة مكروية اكراج
 المساحة150م٢
 السعر 9 مليون ",voursa.com,2025-12-29,type de propriété: Autre | 1 balcon(s) | Taille rue: 10.00 | Proche de: طب 16 | Garage
نيمرو من سكتير 4 ,Terrain,Vente,4900000,600.0,,,,Tevragh Zeina,Nouakchott,نيمرو من سكتير 4 المساحة 600م٢ الثمن 49 مليون ,voursa.com,2025-10-26,Taille rue: N/A | Proche de: كدروه الشارة 
فرصة نيمرو في تفرغ زينه ,Terrain,Vente,6400000,600.0,,,,Tevragh Zeina,Nouakchott,نيمرو  ينكسم في سكتير 4 اف نور قرب كدروه الشاره  والسنوار ,voursa.com,2025-08-17,Taille rue: N/A | Proche de: قرب شارع السنوار
نيمرو فكرن من شرم الشيخ للبيع ,Terrain,Vente,3700000,300.0,,,,Teyarett,Nouakchott,السلام عليكم هذ نيمرو فكرن  من شرم الشبخ مساحة 300م# مبيوع ب 37مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2025-12-18,Taille rue: 20.00 | Proche de: شرم الشيخ 
نمر للبيـــــع في الحي العسكري التيسير ,Terrain,Vente,500000,180.0,,,,Teyarett,Nouakchott,"464 من الحي العسكري التيسير 
المساحة  180 م²
السعر  5 مليون 
واتساب 22608090 فقط للجدين ",voursa.com,2026-01-08,Taille rue: 20.00 | Proche de: طريق اكجوجت 
نيمرو فالصحراوي قرب snde ,Terrain,Vente,5300000,400.0,,,,Tevragh Zeina,Nouakchott,نيمرو فالصحراوي مساحة 400م٢ بين إسكان و snde قرب كدوره الصكوك ,voursa.com,2025-10-23,Taille rue: N/A | Proche de: SND
منزل فعين طلح كيكري ساحل,Appartement/Maison,Vente,2200000,180.0,4.0,1.0,,Teyarett,Nouakchott,"دار فيه بيوت وكراج سعر 22مليون حد شاري تلفنل اعل واتساب 26678975
ول تلفون 36147216",voursa.com,2025-08-08,Titre foncier | 1 balcon(s) | Taille rue: 20.00 | Proche de: كنكلي ساحل
قطعة أرضية ,Terrain,Vente,2100000,230.0,,,,Tevragh Zeina,Nouakchott,230م² عبارة عن 11.5م/ 20م فڨرن من سكتير 2 بلوكات اتراب النواب اجدد  بين الجامعة و كرفور البراد اقرب هي لكرفور البراد ,voursa.com,2025-11-14,Taille rue: N/A | Proche de: بين الجامعة و كرفور البراد
عندي فرصة  ذوك نيمروات استيثمارين ,Terrain,Vente,6200000,1000.0,,,,Dar Naim,Nouakchott,"عندي فرصة ذوك نيمروات استيثمارين للبيع 
فلمطار القديم بلوك58
ارقمهم مشيور اعليهم  وحدين ب48مليون ولخرين ب62مليون المساحه1200m²
واتساب36368684 ",voursa.com,2026-02-05,Titre foncier | Taille rue: 30.00 | Proche de: نيمروين للبيع 
نيمرو فسكتير 3 بلوكات,Terrain,Vente,3700000,600.0,,,,Tevragh Zeina,Nouakchott,ب 37 من سكتير3 بلوكات ,voursa.com,2025-12-08,Taille rue: N/A | Proche de: بلوكات
نيمرو زين أفكرن من بوش 9 قريب من كدروه ,Terrain,Vente,3900000,533.0,,,,Tevragh Zeina,Nouakchott,نيمرو زين أفكرن من بوش 9 قريب من كدروه عندو برمة المالية مبيوع ب 39,voursa.com,2025-07-16,Taille rue: N/A | Proche de: كدروه طب القلب 
سمعه للبيع بين ملح والفلوجه ,Appartement/Maison,Vente,1300000,150.0,8.0,2.0,,Arafat,Nouakchott,"السلام عليكم 
سمعة للبيـــــــــــــــــــــع بين الفلوجة ملح 
فاتح على شارع 8
فهيا من تحت ثلاث بيوت جلسة صالون كوزين ودوشات 
الفوق 
ثلاث بيوت وجلسة صالون دوش كوزين 
المساحة150م٢ 
الدخل10000الف جديدة 
السعر 14 مليون ونص",voursa.com,2025-04-28,Titre foncier | 2 balcon(s) | Taille rue: 8.00 | Proche de: صيدلية أمانة 
600 متر مربع من الفوز كريب من كدورنه,Terrain,Vente,4300000,600.0,,,,Teyarett,Nouakchott,600 متر مربع من الفوز 20/30 كريب من كدرونه البوادي عنده ابرمي التالية فيه بيت ومحوطه ,voursa.com,2026-02-04,Titre foncier | Taille rue: 15.00 | Proche de: كدرونه البوادي
نيمرو من تراب اسكان,Terrain,Vente,2200000,300.0,,,,Tevragh Zeina,Nouakchott,من تراب الاسكان بينو واحد امع كدروه ليعدل شارع اوكار با 22 مليون,voursa.com,2025-07-17,Taille rue: N/A | Proche de: إسكان 
 استديو جديد ومستقل مافات اندخل ,Appartement/Maison,Location,10000,150.0,1.0,1.0,,Tevragh Zeina,Nouakchott,استديو جديد مافات اندخل مستقل بكراجو سيت بلاج ,voursa.com,2025-12-22,Titre foncier | type de location: Location au mois | type de propriété: Studio | 2 balcon(s) | Taille rue: 40.00 | Proche de: اتنين المدام بوبيه سيت بلاج | Garage
نيمرو من ابلوك 63 فزر طب إيثار ,Terrain,Vente,2150000,400.0,,,,Dar Naim,Nouakchott,نيمرو من ابلوك 63 فزر طب إيثار المساحة 400م٢ تيتر فونصي ,voursa.com,2026-02-20,Titre foncier | Taille rue: 12.00 | Proche de: إيثار 
نيمرو من اغنودرت للبيع ,Terrain,Vente,1200000,300.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو من اغنودرت مساحة 300م# مبيوع ب 12مليون للإستفسار اكثر اتصلوا على الرقم التالي 49546950,voursa.com,2026-02-14,Taille rue: 10.00 | Proche de: اغنودرت 
نيمرو من المطار القديم,Terrain,Vente,1100000,180.0,,,,Dar Naim,Nouakchott,"نيمرو من المطار القديم 
رقم 126 
من ابلوك 35
المساحه :180m²
تيتر فونصى
السعر:11 مليون",voursa.com,2025-11-10,Taille rue: N/A | Proche de: نيمرو
نمرو للبيـــــع في مطار القديم ,Terrain,Vente,3000000,400.0,,,,Dar Naim,Nouakchott,"نمرو 48 منبلوك 11 مطار القديم 
المساحة: 400 م²
السعر  : 30 مليون 
واتساب 22608090 فقط للجدين ",voursa.com,2025-12-03,Taille rue: N/A | Proche de: مدينة المرح
نيمرو في ابلوك 60م# اعلي كدروه بين امع كرفور نيمرو واحد للبيع ,Terrain,Vente,1300000,216.0,,,,Dar Naim,Nouakchott,"السلام عليكم هذ نيمرو اعلي كدروه من ابلوك 60 مساحة 216م#"" بين نيمرو واحد امع كرفور مبيوع ب 13مليون سعرو للاخير للإستفسار اكثر اتصلوا على ارقم التالي 49546950",voursa.com,2025-04-19,Taille rue: N/A | Proche de: المطار القديم 
نمروات اعل  كدروه اكجوجت,Terrain,Vente,7000000,21000000.0,,,,Teyarett,Nouakchott,"المساحه 21الف تواغط ابرم وكيتانس والسعر 70مليون حد ادوره تلفنل اعل واتساب 26678975
ويتصل 36147216",voursa.com,2025-06-12,Taille rue: 0.00 | Proche de: كدام جني
نيمرو ف ابرك فمدال m لاول للبيع ,Terrain,Vente,4500000,700.0,,,,Tevragh Zeina,Nouakchott,السلام عليكم هذ نيمرو فاتح ف ابرك فمدال m لاول مساحة 700م# مبيوع ب 45مليون للإستفسار اكثر اتصلوا على الرقم التالى 49546950,voursa.com,2026-02-05,Taille rue: 20.00 | Proche de: مدال m لاول
نمرو للبيــــــــــــــــــــــع في مطار القديم ,Terrain,Vente,3500000,400.0,,,,Dar Naim,Nouakchott,"96 من بلوك 42 مطار القديم
المساحة  400 م² شارع 12 م قريب من كدروه  لبست موقع ممتاز للإستثمار تجاري
السعر ب  35 مليون
واتساب 22608090 فقط للجدين ",voursa.com,2025-07-19,Taille rue: N/A | Proche de: قدروه لبست
للإيجار فيلا ارضية اجديده المنطقة سكتير 4 تفرغ زينه  كدرونه شاره ,Appartement/Maison,Location,20000,190.0,4.0,3.0,,Tevragh Zeina,Nouakchott,"للإيجار فيلا ارضية 
المنطقة سكتير 4 تفرغ زينه كدرون شاره تحتوي علي غرفة نوم + غرفه +صالون +جلسة وحمام عمومي ومطبخ وبيت للعامل وكراج تأجر ب 200الف مقدم 3 اشهر مع شهر ضمان 
",voursa.com,2025-06-10,type de location: Location au mois | Taille rue: 190.00 | Proche de: داماك العقارية  | Caméra de sécurité
نيمرو من سكتير 4 أكريب من كدروه موقع سكني بامتياز فرصة ,Terrain,Vente,7000000,600.0,,,,Tevragh Zeina,Nouakchott,نيمرو من سكتير 4 أكريب من كدروه موقع سكني بامتياز فرصة كايل 70 يفتح عنها شوي ,voursa.com,2025-05-30,Taille rue: N/A | Proche de: كدروه السنوار 
نيمرو من سكتير 4,Terrain,Vente,5000000,600.0,,,,Tevragh Zeina,Nouakchott,*1388 من سكتير 4 افنور  600 م² ب 50*,voursa.com,2025-06-04,Taille rue: N/A | Proche de: سكتير 4
فيلا جديدة أرضية للبيع في h3,Appartement/Maison,Vente,3800000,216.0,4.0,2.0,,Teyarett,Nouakchott,"فيلا أرضية للبيــــــــــــــــــــــع في h3 قرب مدرسة الجمهورية و كدروه السنوار 
فيه صالون و 3 بيوت وجلسة  و مرافق عمومية و كراج  فيه تهوية 
المساحة: 216 م² فاتح اعل بارك 
السعر : 38 مليون 
واتساب  22608090 فقط للجدين ",voursa.com,2025-09-26,Titre foncier | 1 balcon(s) | Taille rue: 8.00 | Proche de: مدرسة الجمهورية  | Garage
